SMILES,-log10(LOAEL),Dataset
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,1.265896559378767,mazzatorta
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,1.2677429840395533,mazzatorta
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,1.2716218656999372,swiss
NC(=NCCCCCCCCNCCCCCCCCN=C(N)N)N,1.2721660588211523,mazzatorta
O=C(N/C(=N\OCC1CC1)/c1c(F)c(F)ccc1C(F)(F)F)Cc1ccccc1,1.2728492955894033,swiss
CC(C(c1ccc(cc1)Cl)(Cn1ncnc1)O)C1CC1,1.2735988378970775,swiss
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,1.2770454101830115,swiss
O=C1N(c2cc(Cl)cc(c2)Cl)C(=O)C2(C1(C)C2)C,1.2774401112445704,mazzatorta
O=N(=O)c1ccc(c(c1)N)C,1.279187677997853,mazzatorta
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,1.2798406965940432,swiss
CN(C(=O)Oc1nc(nc(c1C)C)N(C)C)C,1.280188271227964,mazzatorta
CNC(=O)Oc1cccc(c1)/N=C/N(C)C,1.2841971462426878,swiss
COCN(c1c(CC)cccc1CC)C(=O)CCl,1.2848577466043891,mazzatorta and swiss
Cc1ccc(cc1)N(S(=O)(=O)N(C)C)SC(Cl)(Cl)F,1.285376897128516,mazzatorta
CNC(=O)Oc1cc(C)c(c(c1)C)C,1.286098038116031,mazzatorta
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,1.286820378541783,swiss
Clc1ccc(cc1)CCC(C(C)(C)C)(Cn1cncn1)O,1.2868960417984983,mazzatorta
CN(C(=O)Oc1nc(nc(c1C)C)N(C)C)C,1.287190413172402,mazzatorta and swiss
CCNc1nc(c(s1)C(=O)NC(c1cccs1)C#N)CC,1.2908912329029336,swiss
C#CCN1C(=O)COc2c1cc(c(c2)F)N1C(=O)C2=C(C1=O)CCCC2,1.2941362877160807,swiss
CCSC(CC1CC(=O)C(C(=O)C1)C(=NOCC)CCC)C,1.2961242226802938,mazzatorta
C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,1.2969236723843232,mazzatorta and swiss
ClCC1CN(C(=O)C1Cl)c1cccc(c1)C(F)(F)F,1.2984147471171126,swiss
COC(=O)Nc1nc2c([nH]1)cc(cc2)Sc1ccccc1,1.3000842641666306,mazzatorta
CN(C(=S)SSC(=S)N(C)C)C,1.3018124301338776,mazzatorta and swiss
O=C(c1cccc(c1C(=O)NC(CS(=O)(=O)C)(C)C)I)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,1.3025526926274749,swiss
CCC(C(=O)NCc1ccccc1)Oc1ccc(c(c1)C(F)(F)F)F,1.302657301989526,swiss
Cc1cccc(c1O)C,1.3087946941073485,mazzatorta
CON(C(=O)Nc1ccc(cc1)Br)C,1.3165566912097522,mazzatorta
S=C1NCCCN1,1.3169619721135797,swiss
CN(C(=S)SSC(=S)N(C)C)C,1.3202996191280358,mazzatorta
[O-][Br](=O)=O,1.321545358579602,mazzatorta
C[n+]1ccc(cc1)c1cc[n+](cc1)C,1.322183249787766,swiss
CC1=C(C)S(=O)(=O)CCS1(=O)=O,1.322776417451734,mazzatorta
CCCN(C(=O)SCC)CCC,1.3229499580527195,mazzatorta
Nc1ccc(cc1)Cl,1.3276065528189747,mazzatorta
CCNc1nc(NC(C)C)nc(n1)Cl,1.3338191028424158,swiss
CCOC(=O)Cn1c(=O)sc2c1c(Cl)ccc2,1.3372138456888123,mazzatorta
ClCC=CCl,1.3376388791974851,mazzatorta
C=CCC1=C(C)C(CC1=O)OC(=O)C1C(C1(C)C)C=C(C)C,1.3407114619354228,mazzatorta
O=C1OC(C(=O)N1Nc1ccccc1)(C)c1ccc(cc1)Oc1ccccc1,1.3428771906003532,swiss
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC,1.344900000029291,mazzatorta
[O-][As](=O)([O-])[O-],1.3468840068344332,mazzatorta
O=C1OC(C(=O)N1Nc1ccccc1)(C)c1ccc(cc1)Oc1ccccc1,1.3480148945878891,mazzatorta
[S-]C(=S)NCCNC(=S)[S-].[Zn+2],1.3505969838253369,swiss
CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C,1.3533904493269542,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,1.354479485094126,swiss
CC(Cc1ccc(cc1)C(C)(C)C)CN1CCCCC1,1.3639034458432429,swiss
OC1(Cn2ncnc2)C(CCC1(C)C)Cc1ccc(cc1)Cl,1.3650393299393615,swiss
S=C1NCCCN1,1.3661781926983205,swiss
ClC(C(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl)Cl,1.3668144329404721,mazzatorta
O=C(CC(C)(C)C)OC1=C(C(=O)OC21CCCC2)c1c(C)cc(cc1C)C,1.367370643858509,swiss
C#CCOS(=O)OC1CCCCC1Oc1ccc(cc1)C(C)(C)C,1.3685663781727047,swiss
CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C,1.369877357140688,swiss
Clc1ccc(c(c1)Cl)C1(OCCO1)Cn1cncn1,1.370111513834565,swiss
CN(C(=S)S[Zn]SC(=S)N(C)C)C,1.371508895032877,swiss
Fc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)NC(=O)c1cn(nc1C(F)F)C,1.3766679947209994,swiss
CCOC(=O)C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C,1.3811468505131965,swiss
CNC(=O)Oc1cc(C)c(c(c1)C)SC,1.3842918746267547,mazzatorta
CCC(=O)Nc1ccc(c(c1)Cl)Cl,1.384376054498974,swiss
CCN(C(=O)C(=C(OP(=O)(OC)OC)C)Cl)CC,1.3867609023838614,mazzatorta
CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C,1.386909067965439,mazzatorta
OC1(Cn2ncnc2)C(CCC1(C)C)Cc1ccc(cc1)Cl,1.3876506550542822,swiss
CCCOC/C(=N\c1ccc(cc1C(F)(F)F)Cl)/n1cncc1,1.3926307718235211,swiss
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,1.3934036908207148,swiss
CNC(=S)S,1.3967148564744987,swiss
O=C(CC(C)(C)C)OC1=C(C(=O)OC21CCCC2)c1c(C)cc(cc1C)C,1.398504958795708,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(cc1Cl)OC(C(C(F)(F)F)F)(F)F,1.3989182722159768,swiss
CCOP(=S)(Oc1nn(c(n1)Cl)C(C)C)OCC,1.3996588688637353,mazzatorta
OC(=O)COc1cc(Cl)c(cc1Cl)Cl,1.4073569873961393,mazzatorta
CC(C(c1cncnc1)(c1ccc(cc1)OC(F)(F)F)O)C,1.411773125869789,mazzatorta
OC(=O)C(Oc1ccc(cc1Cl)Cl)C,1.4169486617141684,mazzatorta
CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,1.4183119750954112,swiss
Clc1ccc(cc1)c1ccccc1NC(=O)c1cccnc1Cl,1.4216129602890024,swiss
CC(OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1)C,1.4232556456725831,mazzatorta
Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,1.425436324184721,mazzatorta
CCN(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)CC(=C)C,1.4258760926640153,mazzatorta
OC(C(C)(C)C)C(n1ncnc1)Cc1ccc(cc1)Cl,1.4266525603430633,swiss
CC(Cc1ccccc1)N,1.4320213492988039,mazzatorta
C#CCOC(c1ccc(cc1)Cl)C(=O)NCCc1ccc(c(c1)OC)OCC#C,1.4329265583997897,swiss
CCOCn1c(c2ccc(cc2)Cl)c(c(c1C(F)(F)F)Br)C#N,1.4341521813264824,swiss
N#CC(c1c(Cl)ccc(c1Cl)n1ncc(=O)[nH]c1=O)c1ccc(cc1)Cl,1.434187587211136,mazzatorta
CC(NC(=O)N1CC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)C,1.4395553268068126,swiss
CCC(C(=O)OC1=C(C(=O)OC21CCCCC2)c1ccc(cc1Cl)Cl)(C)C,1.4462747066967268,swiss
CCCSP(=S)(Oc1ccc(cc1)SC)OCC,1.4477577716432979,mazzatorta
O=C(C1=C(C)OCCS1)Nc1ccccc1,1.4578096795663429,swiss
ClC(=CCOc1cc(Cl)c(c(c1)Cl)OCCCOc1ccc(cn1)C(F)(F)F)Cl,1.458183705956146,swiss
CN(C=Nc1ccc(cc1C)C)C=Nc1ccc(cc1C)C,1.4588702587486133,mazzatorta
ClC(C(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl)Cl,1.4637193927516177,mazzatorta
CCCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N,1.4649211813101468,swiss
CN(C=Nc1ccc(cc1C)C)C=Nc1ccc(cc1C)C,1.4674749278877894,mazzatorta
CN(/C=N/c1ccc(cc1C)C)/C=N/c1ccc(cc1C)C,1.4674749278877894,swiss
CCCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N,1.467564135493289,mazzatorta
CCCCC(c1ccc(cc1)Cl)(Cn1cncn1)C#N,1.4693393488275133,mazzatorta
Fc1ccc(cc1)C(c1ccccc1F)(Cn1cncn1)O,1.4703900101310987,swiss
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,1.4704028387745753,swiss
N#Cc1sc2=c(sc1C#N)c(=O)c1c(c2=O)cccc1,1.4717648285027363,mazzatorta
CCOCn1c(c2ccc(cc2)Cl)c(c(c1C(F)(F)F)Br)C#N,1.47670887081321,mazzatorta
Clc1ccc(c(c1)Cl)C1(OCCO1)Cn1cncn1,1.4773210761437898,mazzatorta
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,1.4790581780219383,mazzatorta
FC(=C(F)F)CCS(=O)(=O)c1ncc(s1)Cl,1.4826589214770083,swiss
CCC1CCCC(OC2CCC(C(O2)C)N(C)C)C(C)C(=O)C2C(CC(=O)O1)C1CCC3C(C1C2)CC(C3)OC1CC(C)C(C(C1OC)OC)OC,1.4854920926979605,mazzatorta
CN1CN(C)CSC1=S,1.4859838195993507,swiss
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(F)(F)F,1.4860902121726176,swiss
CC(C(=O)O)Oc1cc(Cl)c(cc1Cl)Cl,1.4910530201781254,mazzatorta
CCCn1c(OCCC)nc2c(c1=O)cc(cc2)I,1.4915914964033394,swiss
Fc1ccc(cc1)NC(=O)c1cccc(n1)Oc1cccc(c1)C(F)(F)F,1.4927514860812132,swiss
CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC(=C)C,1.4934002719580364,swiss
Cc1ccc2c(c1)nc1c(n2)sc(=O)s1,1.4947007586050614,mazzatorta
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,1.4988448473794327,swiss
COc1nc(C)nc(n1)N(C(=O)NS(=O)(=O)c1ccccc1C(=O)OC)C,1.500120551043568,mazzatorta
CC(C(c1cncnc1)(c1ccc(cc1)OC(F)(F)F)O)C,1.5033332211199513,swiss
COc1nc(Oc2cccc(c2C(=O)[O-])Oc2nc(OC)cc(n2)OC)nc(c1)OC.[Na+],1.5156004979460933,swiss
CN(C(=S)SSC(=S)N(C)C)C,1.5176696240691985,swiss
Clc1c(ccc(c1N)[N+](=O)[O-])Oc1ccccc1,1.5196049539832321,swiss
COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,1.521087361070694,mazzatorta and swiss
Nc1ncn[nH]1,1.5267466629082658,mazzatorta
Nc1n[nH]cn1,1.5267466629082658,swiss
CC(N1/C(=N/C(C)(C)C)/SCN(C1=O)c1ccccc1)C,1.5306788154847526,swiss
CCOC(=O)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,1.530737774822598,swiss
Fc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)NC(=O)c1cn(nc1C(F)F)C,1.5344387080305875,swiss
C#CCOC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1F)Cl)C,1.5351529104366932,swiss
CCOC(=O)C(Cc1cc(c(cc1Cl)F)n1nc(n(c1=O)C(F)F)C)Cl,1.5359130396208096,mazzatorta and swiss
N#Cc1cc(Br)c(c(c1)Br)O,1.5392524581558031,swiss
CCO[C@H]1[C@@H](OC)[C@H](O[C@@H]2C[C@@H]3[C@@H](C2)[C@@H]2C=C4[C@H]([C@@H]2CC3)CC(=O)O[C@@H](CC)CCC[C@@H]([C@H](C4=O)C)O[C@H]2CC[C@@H]([C@H](O2)C)N(C)C)O[C@H]([C@@H]1OC)C,1.539447927138442,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,1.5408639423123824,mazzatorta
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,1.5447895722241949,mazzatorta and swiss
CC(N1C(=NC(C)(C)C)SCN(C1=O)c1ccccc1)C,1.5453990229022387,mazzatorta
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,1.5472631473134424,mazzatorta
CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C,1.5493198912379038,swiss
CSC(=NOC(=O)N(SN(C(=O)ON=C(SC)C)C)C)C,1.549581519063189,mazzatorta
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,1.549581519063189,swiss
OC(=O)C(Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C,1.550259406220714,swiss
C=CC1(C)OC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl,1.5534473004973242,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(C(F)(F)F)Cl,1.5561583389288367,mazzatorta
[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C,1.5566118285721733,mazzatorta
CCOc1cc(ccc1N(=O)=O)Oc1ccc(cc1Cl)C(F)(F)F,1.558351987474352,mazzatorta
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,1.558603397145632,mazzatorta
Cc1nn(c(c1C(=O)c1ccc(cc1S(=O)(=O)C)C(F)(F)F)O)C,1.5590909179347823,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,1.5605567725507532,mazzatorta
CSCC(=NOC(=O)NC)C(C)(C)C,1.5609358621389502,mazzatorta
CCOC(=O)c1ccccc1C1=c2cc(C)c(cc2=[O]c2c1cc(C)c(c2)NCC)NCC,1.5677685143097857,mazzatorta
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,1.56812182123316,swiss
O=C(C1C(C1(C)C)C=C(Cl)Cl)OCc1c(F)c(F)cc(c1F)F,1.5695540488911521,swiss
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,1.571654591815115,mazzatorta
CCOC(=O)CCN(C(C)C)SN(C(=O)Oc1cccc2c1OC(C2)(C)C)C,1.5719462386203693,swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl,1.5738792912533845,swiss
CC(OC(=O)C(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O)C,1.5762300113736614,mazzatorta
CCNc1nc(NCC)nc(n1)Cl,1.58034158903942,mazzatorta
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1)Cl,1.5892227666227903,mazzatorta
O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,1.5893745854018753,mazzatorta
Clc1ccccc1CC(C1(Cl)CC1)(Cn1cncn1)O,1.5913361259361893,swiss
OC(=O)C(Oc1ccc(cc1C)Cl)C,1.5913530743442346,swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1)Cl,1.600222475511201,mazzatorta
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,1.6004820295651263,mazzatorta and swiss
CCOC(=O)C(Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C,1.6042019938366077,mazzatorta
CCNc1nc(NCC)nc(n1)Cl,1.6056358873728713,mazzatorta
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(cc1)OC(F)(F)F,1.6278800180616648,swiss
OC(COc1cccc2c1c1ccccc1[nH]2)CNC(C)C,1.6296719922204896,mazzatorta
CCCCCCCCCCCCC1=C(OC(=O)C)C(=O)c2c(C1=O)cccc2,1.6306542448653294,swiss
COC(=O)N(c1ccccc1COc1ccn(n1)c1ccc(cc1)Cl)OC,1.6343809977454966,mazzatorta and swiss
CNC(=O)ON=C(C(=O)N(C)C)SC,1.6419889676679056,mazzatorta
CSC1=NC(C(=O)N1Nc1ccccc1)(C)c1ccccc1,1.6420651529995463,swiss
CN(C(=S)SSC(=S)N(C)C)C,1.6429995095590777,mazzatorta
OC(=O)COc1ccc(cc1Cl)Cl,1.6454882002557272,mazzatorta and swiss
CNC(=O)Oc1cccc2c1OC(C2)(C)C,1.6459107778477526,mazzatorta and swiss
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(cc1)Cl,1.6472195324286747,mazzatorta
CNC(=O)ON=C(C(=O)N(C)C)SC,1.6507613373118732,swiss
CN1CN(C)CSC1=S,1.6539601434301947,swiss
CNC(=O)CSP(=S)(OC)OC,1.6613443344212997,mazzatorta
Clc1cccc(c1)c1ccccc1,1.6736026866528875,mazzatorta
c1cc[n+]2c(c1)c1cccc[n+]1CC2,1.6743201731565742,swiss
ClC=C,1.6819157859967353,mazzatorta
CCP(=S)(Sc1ccccc1)OCC,1.6925467518283757,mazzatorta
N#Cc1sc2=c(sc1C#N)c(=O)c1c(c2=O)cccc1,1.6936178678498022,mazzatorta and swiss
CCOc1snc(n1)C(Cl)(Cl)Cl,1.6946486305533763,swiss
C[n+]1ccc(cc1)c1cc[n+](cc1)C,1.6960699357246314,swiss
OC(=O)COc1ccc(cc1C)Cl,1.7003184083376452,mazzatorta
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,1.7008851163994632,mazzatorta
CCO/N=C(\C1=C(O)CC(CC1=O)C1CCCSC1)/CCC,1.706328134457621,swiss
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)C(C)(C)C)C,1.7106563548813654,swiss
CCN(C(=O)SCc1ccc(cc1)Cl)CC,1.7122878245565132,mazzatorta
OC(=O)C(CCP(=O)(O)C)N,1.7139254461244264,mazzatorta
CNC(=O)ON=C(C(=O)N(C)C)SC,1.718739312944987,swiss
CN1CCC(CC1)C1CCN(CC1)C,1.7189666327522726,mazzatorta
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,1.7199454660267528,mazzatorta
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,1.7231247788684516,mazzatorta
N#Cc1c(Cl)cccc1Cl,1.7304170139333868,swiss
Fc1ccc(cc1)C1(Cn2cncn2)OC1c1ccccc1Cl,1.7400479400777458,swiss
COCC(N(c1c(C)csc1C)C(=O)CCl)C,1.7416261510318811,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,1.7627076624325413,mazzatorta
CC(NC(=S)[S])CNC(=S)S[Zn],1.7630850363724944,swiss
CC(NC(=S)[S])CNC(=S)S[Zn],1.7630850363724944,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,1.7646735975166132,mazzatorta
BrC1COC(C1)(Cn1cncn1)c1ccc(cc1Cl)Cl,1.764850463526756,mazzatorta and swiss
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,1.7666484723467257,swiss
CCN(C(=O)SCc1ccc(cc1)Cl)CC,1.777777917639287,swiss
CCOP(=S)(Oc1cc(C)nc(n1)C(C)C)OCC,1.7843888703871507,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,1.7915317697343827,mazzatorta and swiss
CCCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC,1.7930123052435918,swiss
ClCC1CN(C(=O)C1Cl)c1cccc(c1)C(F)(F)F,1.7953374882517812,mazzatorta
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,1.7998885403761986,swiss
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,1.8008758853766749,mazzatorta
c1cc[n+]2c(c1)c1cccc[n+]1CC2,1.8014803697588322,swiss
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,1.8074883004964988,swiss
CC(C1C2CCC1c1c2cccc1NC(=O)c1cn(nc1C(F)F)C)C,1.8152234217491505,swiss
N#CN=S(=O)(C(c1ccc(nc1)C(F)(F)F)C)C,1.8155357106530094,swiss
Fc1ccc(cc1)C1(Cn2cncn2)OC1c1ccccc1Cl,1.8192148650265614,swiss
Clc1cc(cnc1CCNC(=O)c1ccccc1C(F)(F)F)C(F)(F)F,1.820333331309502,swiss
N#CC(c1cc(C)c(cc1Cl)NC(=O)c1cc(I)cc(c1O)I)c1ccc(cc1)Cl,1.8215698600522623,mazzatorta
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,1.8226655444942998,mazzatorta
N#CC(c1ccc(cc1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F,1.8250684064715574,swiss
CCCCC(c1ccc(cc1Cl)Cl)(Cn1cncn1)O,1.825126471112583,mazzatorta
CC(c1ccc(cc1)CCOc1ncnc2c1cccc2)(C)C,1.8330669051288462,swiss
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,1.8343995974825886,mazzatorta
N#Cc1c(Cl)cccc1Cl,1.8376148441427587,mazzatorta
CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,1.8391414693200085,mazzatorta
CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CC1CC1,1.8417279953479162,mazzatorta
CCNc1nc(NC(C)C)nc(n1)Cl,1.8424525744221922,swiss
CON(C(=O)Nc1ccc(cc1)Br)C,1.8429362996173768,swiss
CC(c1ccccc1)(C[Sn](O[Sn](CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)C,1.846185135655471,swiss
CS/C(=N/OC(=O)N(SN(C(=O)O/N=C(/SC)\C)C)C)/C,1.850596120491417,swiss
O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,1.8510890068906436,swiss
CCN(C(=O)SCC)C1CCCCC1,1.8560488835760365,mazzatorta
NC1=C(Cl)C(=O)c2c(C1=O)cccc2,1.8563607647254567,swiss
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,1.8596176754405975,mazzatorta
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,1.8615709799939963,mazzatorta
CNP(=O)(Oc1ccc(cc1Cl)C(C)(C)C)OC,1.8628991954208771,mazzatorta
O=c1c(Cl)c(SCc2ccc(cc2)C(C)(C)C)cnn1C(C)(C)C,1.863247733673337,swiss
C[n+]1ccc(cc1)c1cc[n+](cc1)C,1.8635648295416174,swiss
COP(=O)(NC(=O)C)SC,1.8648991662342804,mazzatorta and swiss
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,1.8683813356508745,mazzatorta
CSc1ccc(cc1C)OP(=S)(OC)OC,1.8705356902176227,mazzatorta
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C,1.876475019057268,mazzatorta
CN1CCC(CC1)C1CCN(CC1)C,1.8864577200460362,mazzatorta
COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,1.8865580460346785,swiss
CC1C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C(C1)C)OC1(C2)CCC(C(O1)C)C,1.890691494753251,swiss
CCC1CCCC(OC2CCC(C(O2)C)N(C)C)C(C)C(=O)C2=CC3C(C2CC(=O)O1)C=C(C)C1C3CC(C1)OC1OC(C)C(C(C1OC)OC)OC,1.895001050700366,swiss
Clc1ccc(c(c1)Cl)n1c(nc2c(c1=O)cc(cc2)F)n1cncn1,1.896880746454286,swiss
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,1.8994226972104038,swiss
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,1.9062282185012702,swiss
Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl,1.9105187973125632,mazzatorta
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,1.910554141726166,swiss
S=C1NCCN1,1.9123605316873589,mazzatorta
CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,1.92020393882764,mazzatorta
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,1.9272355789492495,mazzatorta
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,1.9272355789492495,mazzatorta
Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)[N+](=O)[O-])C(F)(F)F,1.9432475594325607,swiss
O=C(C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C)OCCON=C(C)C,1.948307358201963,swiss
CCCSP(=O)(SCCC)OCC,1.953075825769965,mazzatorta
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1c(F)c(F)c(c(c1F)F)C,1.9591604053146598,mazzatorta
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,1.9637704559137055,swiss
CCOC(=O)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,1.9700888950875557,mazzatorta and swiss
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C=C(Br)Br,1.971062922929322,swiss
CCSC(=O)N1CCCCCC1,1.9715100834781099,mazzatorta
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,1.9724057881737742,swiss
CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,1.9817989775037086,swiss
COP(=O)(OC=C(Cl)Cl)OC,1.98263271644647,mazzatorta and swiss
FC(c1ccc(cc1)C=CC(=NN=C1NCC(CN1)(C)C)C=Cc1ccc(cc1)C(F)(F)F)(F)F,1.9951629390616903,mazzatorta
CCCSP(=O)(SCCC)OCC,1.997013659143215,swiss
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,1.9984393473574271,mazzatorta
OCC(CCl)O,2.002124545188498,swiss
c1scc(n1)c1nc2c([nH]1)cccc2,2.002701007590486,mazzatorta
CCOC(=O)C(Oc1ccc(cc1)Oc1cnc2c(n1)ccc(c2)Cl)C,2.0032782361791086,mazzatorta
CC1(C)CNC(=NC1)NN=C(C=Cc1ccc(cc1)C(F)(F)F)C=Cc1ccc(cc1)C(F)(F)F,2.003948257998995,swiss
Cc1c(ccc(c1C1=NOCC1)S(=O)(=O)C)C(=O)c1cnn(c1O)C,2.004066604522654,swiss
