SMILES,mazzatorta,swiss
Fc1ccc(cc1)[Si](c1ccc(cc1)F)(Cn1cncn1)C,2.197821700327843,1.6493666938778158
CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,2.2645927430857946,1.1964063352286556
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,2.2838380008263486,2.3295964190287313
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,2.305860052357369,2.819186224245603
CNC(=O)CSP(=S)(OC)OC,2.3118593322532903,3.0592942995229597
COc1sc(=O)n(n1)CSP(=S)(OC)OC,2.3299703776416365,2.459628044724873
CSc1ccc(cc1C)OP(=S)(OC)OC,2.3309396948551875,3.14352487453815
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,2.492855751417989,2.4732602189766197
COP(=S)(Oc1ccc(c(c1)C)[N+](=O)[O-])OC,2.780101260955034,1.0792351019025128
CCOP(=O)(SC(CC)C)SC(CC)C,3.034055505212864,3.085640973700997
CCOP(=S)(SCSC(C)(C)C)OCC,3.68189490795996,3.4600461583436033
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,3.8624876468778706,3.8697627521147706
