InChI,pTD50
"InChI=1S/C8H11NO/c1-6-3-4-8(10-2)7(9)5-6/h3-5H,9H2,1-2H3",3.14606187353477
"InChI=1S/C8H11NO/c1-6-5-7(10-2)3-4-8(6)9/h3-5H,9H2,1-2H3",2.46519009129155
"InChI=1S/C8H12F6N2O/c9-7(10,11)3-1-5-16(15-17)6-2-4-8(12,13)14/h1-6H2",5.55128067545128
"InChI=1S/C8H12N2O3/c1-3-8(4-2)5(11)9-7(13)10-6(8)12/h3-4H2,1-2H3,(H2,9,10,11,12,13)",3.60535597821377
"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)",6.15730527464757
"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",3.77033523295132
"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",3.93319667579242
"InChI=1S/C8H14O2/c1-4-5-10-8(9)6-7(2)3/h4,7H,1,5-6H2,2-3H3",3.06298104666121
"InChI=1S/C8H14O4/c1-5-4-8(11-6(2)9)12-7(3)10-5/h5,7-8H,4H2,1-3H3",2.38612116689312
"InChI=1S/C8H16N2O3/c1-3-5-6-7-10(9-12)8(11)13-4-2/h3-7H2,1-2H3",5.27035431690612
"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",5.35984206920439
"InChI=1S/C8H18N2O2/c1-2-3-6-10(9-12)7-4-5-8-11/h11H,2-8H2,1H3",5.58123365634316
"InChI=1S/C8H5N3O4S/c12-4-9-8-10-5(3-16-8)6-1-2-7(15-6)11(13)14/h1-4H,(H,9,10,12)",4.75038876702447
"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)",3.1646761112904
"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",3.65029960033674
"InChI=1S/C8H8N2O2/c1-10(9-12)8(11)7-5-3-2-4-6-7/h2-6H,1H3",4.7060685248633
"InChI=1S/C8H8N4O4/c13-8-9-3-4-11(8)10-5-6-1-2-7(16-6)12(14)15/h1-2,5H,3-4H2,(H,9,13)",4.62959891577846
"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",3.336208588474
"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",2.48483915425016
"InChI=1S/C9H10N4O3S/c1-12(2)11-9-10-6(5-17-9)7-3-4-8(16-7)13(14)15/h3-5H,1-2H3,(H,10,11)",5.79250597147416
"InChI=1S/C9H10N4O4/c1-6-5-12(9(14)11-6)10-4-7-2-3-8(17-7)13(15)16/h2-4,6H,5H2,1H3,(H,11,14)",4.64940104708824
"InChI=1S/C9H10N4S/c10-7-3-1-6(2-4-7)8-5-14-9(12-8)13-11/h1-5H,10-11H2,(H,12,13)",5.30159610676488
"InChI=1S/C9H10O2/c1-2-4-8(5-3-1)10-6-9-7-11-9/h1-5,9H,6-7H2",3.53314351816948
"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",3.18081552474853
"InChI=1S/C9H11N3O/c13-11-12-6-2-4-9(12)8-3-1-5-10-7-8/h1,3,5,7,9H,2,4,6H2",6.2675598675758
"InChI=1S/C9H11N3O2/c13-10-12-6-2-4-9(12)8-3-1-5-11(14)7-8/h1,3,5,7,9H,2,4,6H2",5.34350908520181
"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",1.4413848596212
"InChI=1S/C9H12N2O/c1-11(10-12)8-7-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3",7.21625451343509
"InChI=1S/C9H12N2O2/c1-2-13-8-5-3-7(4-6-8)11-9(10)12/h3-6H,2H2,1H3,(H3,10,11,12)",2.52578990011192
"InChI=1S/C9H13N/c1-6-4-7(2)9(10)8(3)5-6/h4-5H,10H2,1-3H3",4.41750638513513
"InChI=1S/C9H13N/c1-6-4-8(3)9(10)5-7(6)2/h4-5H,10H2,1-3H3",3.60465765083923
"InChI=1S/C9H14N8S3/c10-6-7(17-20-16-6)13-1-2-18-3-5-4-19-9(14-5)15-8(11)12/h4H,1-3H2,(H2,10,16)(H,13,17)(H4,11,12,14,15)",1.82101756437355
"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",2.05774435547947
"InChI=1S/C9H15Br6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2",5.26041442149961
"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",3.96786153715593
"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)",1.4664412372466
"InChI=1S/C9H18N3OP/c1-7-4-10(7)14(13,11-5-8(11)2)12-6-9(12)3/h7-9H,4-6H2,1-3H3",4.68357319326289
"InChI=1S/C9H18N6O6/c16-1-13(2-17)7-10-8(14(3-18)4-19)12-9(11-7)15(5-20)6-21/h16-21H,1-6H2",4.47751293655922
"InChI=1S/C9H19N3O2/c1-3-5-7-10-9(13)12(11-14)8-6-4-2/h3-8H2,1-2H3,(H,10,13)",4.6723270779768
"InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)",3.97911289346874
"InChI=1S/C9H4F3N3O4S/c10-9(11,12)7(16)14-8-13-4(3-20-8)5-1-2-6(19-5)15(17)18/h1-3H,(H,13,14,16)",4.655561474368
"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",2.1599103265753
"InChI=1S/C9H8N4O2S/c1-13(12-15)9(14)11-8-10-6-4-2-3-5-7(6)16-8/h2-5H,1H3,(H,10,11,14)",5.32029631494156
"InChI=1S/C9H8N4O2S/c10-12-9-11-8(5-16-9)6-1-3-7(4-2-6)13(14)15/h1-5H,10H2,(H,11,12)",4.8668697260201
"InChI=1S/C9H8N4O5/c1-5(14)10-4-7-11-9(12-18-7)6-2-3-8(17-6)13(15)16/h2-3H,4H2,1H3,(H,10,14)",3.62647092481015
"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",1.6979704162467
"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)",2.78289565623747
"InChI=1S/CCl4/c2-1(3,4)5",3.74297224617139
"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",2.8880736174379
InChI=1S/C11H7N3O3/c15-14(16)11-5-4-9(17-11)8-7-12-10-3-1-2-6-13(8)10/h1-7H,4.22665997757143
InChI=1S/C12Br10O/c13-1-3(15)7(19)11(8(20)4(1)16)23-12-9(21)5(17)2(14)6(18)10(12)22,2.45814812392451
InChI=1S/C12H10N2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10H,3.87858209807416
InChI=1S/C12H24N2O/c15-13-14-11-9-7-5-3-1-2-4-6-8-10-12-14/h1-12H2,4.28958854347125
InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,10.1367472755469
InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,5.10865216180835
InChI=1S/C12H5Cl5/c13-8-3-1-2-6(10(8)15)7-4-5-9(14)12(17)11(7)16/h1-5H,4.83255095633782
InChI=1S/C12H7Cl2NO3/c13-8-1-6-12(11(14)7-8)18-10-4-2-9(3-5-10)15(16)17/h1-7H,2.83021322983197
InChI=1S/C12H8Cl2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8H,3.15259466192572
InChI=1S/C16H9NO2/c18-17(19)14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9H,4.87068890505243
InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,5.42147536642318
InChI=1S/C2Cl2/c3-1-2-4,4.42350581432894
InChI=1S/C2Cl4/c3-1(4)2(5)6,3.05830086007427
InChI=1S/C2F4/c3-1(4)2(5)6,2.97068136160175
InChI=1S/C2H3N3O/c1-5(2-3)4-6/h1H3,5.24850880103997
InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,5.09199350420523
InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,3.83110051122664
InChI=1S/C2H4Cl2O/c3-1-5-2-4/h1-2H2,7.50787098337271
InChI=1S/C2H4O/c1-2-3-1/h1-2H2,3.31559154793745
InChI=1S/C2H6N2O/c1-3-4(2)5/h1-2H3,6.2013263128505
InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,5.88789362236984
InChI=1S/C2H6N2O2/c1-3(2)4(5)6/h1-2H3,5.21664741512273
InChI=1S/C2H6O3P/c1-4-6(3)5-2/h1-2H3/q+1,2.89457502544569
InChI=1S/C3H4N2O3/c6-3-5(4-7)1-2-8-3/h1-2H2,5.47927983357512
InChI=1S/C3H4O2/c4-2-1-3-5/h1-4H,2.77135045822477
InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,4.69335743311508
InChI=1S/C3H6O3S/c4-7(5)3-1-2-6-7/h1-3H2,4.50254055834192
InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,5.23528582920274
InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,5.09797059141671
InChI=1S/C4H8N2O2/c7-5-6-1-3-8-4-2-6/h1-4H2,6.02747529311894
InChI=1S/C4H8N2O2/c7-5-6-3-1-2-4-8-6/h1-4H2,3.67929551746126
InChI=1S/C4H8N2OS/c7-5-6-1-3-8-4-2-6/h1-4H2,4.38959406728401
InChI=1S/C4H8N4O2/c9-5-7-2-1-3-8(4-7)6-10/h1-4H2,5.93865262629478
InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,2.51848993496835
InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,4.90212389876959
InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,2.14823064206993
InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,3.07016108984666
InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,4.86792279102072
InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,2.35843560350659
InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,2.658674012621
InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,3.68375103425424
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,2.66483016353938
InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,4.41441834335918
InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,4.30815710973096
InChI=1S/C7H14N2O/c10-8-9-6-4-2-1-3-5-7-9/h1-7H2,6.57540443702222
InChI=1S/C7H3Cl5O/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h1H3,4.05326684897433
InChI=1S/C7H4N2O3S/c10-9(11)7-2-1-6(12-7)5-3-13-4-8-5/h1-4H,4.40730325057983
InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,2.06870864950788
InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,2.44500390593528
InChI=1S/C9H16N2O2S2/c14-9(10-1-5-12-6-2-10)15-11-3-7-13-8-4-11/h1-8H2,3.43700909218242
InChI=1S/C9H6N2O2/c12-11(13)8-5-1-3-7-4-2-6-10-9(7)8/h1-6H,4.24882745226403
InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,3.57149105969388
InChI=1S/CH2Cl2/c2-1-3/h1H2,2.06933268261446
InChI=1S/CH3NO2/c1-2(3)4/h1H3,3.17923358673098
InChI=1S/CH4N2O2/c2-1-3(4)5/h1-2H2,3.64057703771581
InChI=1S/CHBr3/c2-1(3)4/h1H,2.59108282254156
InChI=1S/CHBrCl2/c2-1(3)4/h1H,3.35405012288194
InChI=1S/CHCl3/c2-1(3)4/h1H,2.65861827794525
