"SMILES","LOAEL parental as dose (mg/kg bw per day)"
"BrC([H])([H])[H]",17.000000000000000
"C/C(C)=C(N(C(CCl)=O)CCOCC)/C1=CC=CC=C1",17.000000000000000
"FC(F)(F)C1=CC=C(OCCCOC2=C(Cl)C=C(OC/C=C(Cl)\Cl)C=C2Cl)N=C1",17.100000381469700
"FC(F)(F)C1=CC(NC(N(C)C)=O)=CC=C1",17.173000335693400
"ClC1=C(C2=NN=C(C3=C(Cl)C=CC=C3)N=N2)C=CC=C1",17.299999237060500
"ClC1=CC=C(C2=CC(F)=CC=C2NC(C3=CN(C)N=C3C(F)F)=O)C=C1Cl",17.399999618530300
"ClC1=CC=C(CN(C)/C(C)=N/C#N)C=N1",17.500000000000000
"OC(C2=C(Cl)C=CC=C2)(C3=CN=CN=C3)C1=CC=C(Cl)C=C1",17.500000000000000
"NC(C1=C(Cl)C=CC=C1Cl)=O",17.600000381469700
"O=C(N(C2=C(C)C=CC=C2C)CN1N=CC=C1)CCl",17.600000381469700
"FC(F)(F)C1=C(F)C=CC(OC(CC)C(NCC2=CC=CC=C2)=O)=C1",17.700000762939500
"O=C(C(CCCC4)=C4C3=O)N3C(C(F)=C2)=CC1=C2OCC(N1CC#C)=O",18.000000000000000
"O=C1C(C3=CC=CC(C(F)(F)F)=C3)=C(NC)OC1C2=CC=CC=C2",18.399999618530300
"NC(NCCCCCCCCNC(N)=N)=N",18.500000000000000
"O=C(O)COC(C=CC(Cl)=C1)=C1C",19.000000000000000
"ClC1=CC=C(OC(N2N=CN=C2)C(O)C(C)(C)C)C=C1",19.000000000000000
"O=C(OC(C#N)C2=CC(OC3=CC=CC=C3)=C(F)C=C2)C1C(/C=C(Cl)/Cl)C(C)1C",19.200000762939500
"CNC(O/N=C(C)\SC)=O",19.200000762939500
"O=C1C(C2=CC=CC=C2)=NN=C(C)N1N",19.500000000000000
"O=C(NS(C2=CC=CC=C2Cl)(=O)=O)NC1=NC(C)=NC(OC)=N1",20.000000000000000
"FC(F)(F)C(C=C3S(C)(=O)=O)=CC=C3C(C1=C(C2CC2)ON=C1)=O",20.000000000000000
