InChI,nAtomP,nB,nAtomLC,naAromAtom,nAromBond,ALogP,nRotB,MLogP,XLogP,LipinskiFailures,ALogp2,AMR,nAtomLAC,nHBDon,nAtom
"InChI=1S/C2H8N2/c1-3-4-2/h3-4H,1-2H3",2.0,3.0,4.0,0.0,0.0,-0.63620001077652,1.0,1.46000003814697,0.583999991416931,0.0,0.404750436544418,17.9934005737305,0.0,,12.0
"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3",2.0,3.0,4.0,0.0,0.0,-0.377700001001358,0.0,1.46000003814697,-1.38499999046326,0.0,0.142657294869423,19.5755004882812,0.0,1.0,12.0
"InChI=1S/C2H8N2O/c3-4-1-2-5/h4-5H,1-3H2",2.0,4.0,5.0,0.0,0.0,-1.45299994945526,2.0,1.35000002384186,-1.49899995326996,0.0,2.11120891571045,20.5730991363525,2.0,3.0,13.0
"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",3.0,6.0,7.0,0.0,0.0,1.44840002059937,1.0,1.12999999523163,1.02999997138977,0.0,2.09786248207092,28.1583003997803,2.0,1.0,8.0
"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",0.0,6.0,7.0,0.0,0.0,2.88779997825623,1.0,1.12999999523163,3.22900009155273,0.0,8.33938884735107,36.3208999633789,2.0,0.0,8.0
"InChI=1S/C30H22O12/c1-5-3-7(31)9-11(19(5)33)27(41)29-13-14-24(38)17(29)26(40)16-22(36)10-8(32)4-6(2)20(34)12(10)28(42)30(14,16)18(23(13)37)25(39)15(29)21(9)35/h3-4,13-14,17-18,23-24,31-38H,1-2H3",15.0,49.0,0.0,12.0,12.0,-4.31319999694824,0.0,3.44000005722046,-3.10199999809265,1.0,18.6036949157715,95.6095962524414,0.0,,64.0
"InChI=1S/C32H24N6O16S4/c33-19-11-17(55(43,44)45)5-15-9-25(57(49,50)51)29(31(41)27(15)19)37-35-21-3-1-13(7-23(21)39)14-2-4-22(24(40)8-14)36-38-30-26(58(52,53)54)10-16-6-18(56(46,47)48)12-20(34)28(16)32(30)42/h1-12,35-36,39-40H,33-34H2,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)",58.0,63.0,3.0,24.0,24.0,-6.12400007247925,9.0,2.11999988555908,0.0160000007599592,2.0,37.5033760070801,107.041801452637,0.0,,82.0
"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3",12.0,49.0,4.0,12.0,16.0,-0.443800002336502,10.0,3.88000011444092,2.89499998092651,0.0,0.196958437561989,99.9578018188477,0.0,1.0,83.0
"InChI=1S/C34H27N9O7S2/c35-22-10-15-27(26(36)18-22)41-38-24-11-6-19(7-12-24)20-8-13-25(14-9-20)40-42-32-28(51(45,46)47)16-21-17-29(52(48,49)50)33(34(44)30(21)31(32)37)43-39-23-4-2-1-3-5-23/h1-18,39H,35-37H2,(H,45,46,47)(H,48,49,50)",52.0,57.0,3.0,30.0,30.0,-4.10150003433228,9.0,3.22000002861023,7.25899982452393,3.0,16.822301864624,59.4005012512207,0.0,,79.0
"InChI=1S/C34H59NO15/c1-5-6-9-20(3)32(50-31(44)17-23(34(47)48)15-29(41)42)27(49-30(43)16-22(33(45)46)14-28(39)40)13-19(2)12-24(36)10-7-8-11-25(37)18-26(38)21(4)35/h19-27,32,36-38H,5-18,35H2,1-4H3,(H,39,40)(H,41,42)(H,45,46)(H,47,48)",3.0,49.0,50.0,0.0,0.0,-4.60459995269775,31.0,3.44000005722046,1.73099994659424,3.0,21.2023410797119,161.808502197266,20.0,8.0,109.0
"InChI=1S/C39H59Cl2NO2/c1-27(2)7-6-8-28(3)34-15-16-35-33-14-11-30-26-32(17-19-38(30,4)36(33)18-20-39(34,35)5)44-37(43)25-29-9-12-31(13-10-29)42(23-21-40)24-22-41/h9-13,27-28,32-36H,6-8,14-26H2,1-5H3",7.0,48.0,8.0,6.0,6.0,3.50699996948242,14.0,5.19999980926514,14.4919996261597,2.0,12.2990493774414,156.428894042969,7.0,0.0,103.0
"InChI=1S/C3H10N2/c1-2-3-5-4/h5H,2-4H2,1H3",2.0,4.0,5.0,0.0,0.0,-1.24100005626678,2.0,1.57000005245209,-0.00899999961256981,0.0,1.54008102416992,22.1065998077393,3.0,,15.0
"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",4.0,3.0,4.0,0.0,0.0,0.635500013828278,0.0,1.67999994754791,0.319999992847443,0.0,0.403860241174698,16.2707004547119,3.0,0.0,7.0
"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2",2.0,4.0,5.0,0.0,0.0,1.51820003986359,1.0,1.57000005245209,2.09899997711182,0.0,2.30493116378784,25.2765998840332,3.0,0.0,9.0
"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",0.0,5.0,6.0,0.0,0.0,2.49469995498657,2.0,1.46000003814697,3.0550000667572,0.0,6.2235279083252,35.636100769043,3.0,0.0,11.0
"InChI=1S/C3H5Cl/c1-2-3-4/h2-3H,1H3",2.0,3.0,4.0,0.0,0.0,1.20179998874664,0.0,1.67999994754791,1.86199998855591,0.0,1.44432318210602,20.6812992095947,3.0,0.0,9.0
"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",0.0,5.0,6.0,0.0,0.0,2.2056999206543,2.0,1.46000003814697,2.37899994850159,0.0,4.8651123046875,29.6690998077393,3.0,0.0,11.0
"InChI=1S/C3H5ClO/c1-3(4)2-5/h2-3H,1H3",1.0,4.0,5.0,0.0,0.0,0.446099996566772,1.0,1.57000005245209,0.864000022411346,0.0,0.199005216360092,21.1310005187988,3.0,0.0,10.0
"InChI=1S/C3H5NO2/c1-2-6-3(4)5/h2H,1H2,(H2,4,5)",6.0,5.0,6.0,0.0,0.0,0.655700027942657,2.0,1.46000003814697,0.949999988079071,0.0,0.429942488670349,19.2166004180908,0.0,2.0,11.0
"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",0.0,4.0,5.0,0.0,0.0,1.50109994411469,1.0,1.57000005245209,2.03699994087219,0.0,2.25330114364624,25.2399997711182,3.0,0.0,11.0
"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",3.0,6.0,0.0,0.0,0.0,0.351799994707108,0.0,1.46000003814697,0.122000001370907,0.0,0.123763240873814,26.6289005279541,0.0,1.0,12.0
"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3",0.0,4.0,0.0,0.0,0.0,-0.141599997878075,0.0,1.67999994754791,0.270000010728836,0.0,0.0200505591928959,15.6279001235962,0.0,0.0,10.0
"InChI=1S/C3H6O2/c4-1-3-2-5-3/h3-4H,1-2H2",0.0,5.0,2.0,0.0,0.0,-0.641600012779236,1.0,1.57000005245209,-0.861999988555908,0.0,0.411650568246841,17.0060005187988,0.0,1.0,11.0
"InChI=1S/C3H7N3O3/c4-3(8)6(5-9)1-2-7/h7H,1-2H2,(H2,4,8)",6.0,8.0,9.0,0.0,0.0,-0.114100001752377,4.0,1.12999999523163,-0.857999980449677,0.0,0.0130188101902604,29.1236000061035,2.0,3.0,16.0
"InChI=1S/C3H7N5O3/c1-2-5-3(4)7(6-9)8(10)11/h2H2,1H3,(H2,4,5)",9.0,10.0,11.0,0.0,0.0,0.234099999070168,5.0,0.910000026226044,0.737999975681305,0.0,0.0548028089106083,30.2331008911133,2.0,,18.0
"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",4.0,5.0,6.0,0.0,0.0,0.821900010108948,2.0,1.46000003814697,0.920000016689301,0.0,0.675519585609436,19.8181991577148,2.0,2.0,13.0
"InChI=1S/C3H8N2/c1-2-3-5-4/h2,5H,1,3-4H2",2.0,4.0,5.0,0.0,0.0,-0.29679998755455,2.0,1.57000005245209,-0.174999997019768,0.0,0.0880902409553528,23.4435005187988,3.0,,13.0
"InChI=1S/C3H8N2O/c1-2-5(4)3-6/h3H,2,4H2,1H3",4.0,5.0,6.0,0.0,0.0,-0.94650000333786,2.0,1.46000003814697,-1.20700001716614,0.0,0.895862221717834,24.0685005187988,2.0,1.0,14.0
"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",5.0,7.0,8.0,0.0,0.0,0.208199992775917,3.0,1.24000000953674,-0.689999997615814,0.0,0.0433472394943237,28.0988006591797,0.0,0.0,17.0
"InChI=1S/C42H50Cl4N2O4/c1-42-17-16-36-35-13-11-34(51-40(49)26-29-2-7-32(8-3-29)47(22-18-43)23-19-44)28-31(35)6-12-37(36)38(42)14-15-39(42)52-41(50)27-30-4-9-33(10-5-30)48(24-20-45)25-21-46/h2-5,7-11,13,28,36-39H,6,12,14-27H2,1H3",9.0,57.0,7.0,18.0,18.0,3.43449997901917,18.0,4.98000001907349,12.5939998626709,2.0,11.7957906723022,135.104705810547,2.0,0.0,102.0
"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,44,49-51,53H,15-18H2,1-10H3,(H,45,55)",26.0,63.0,4.0,6.0,6.0,-1.09340000152588,5.0,4.42999982833862,1.76400005817413,2.0,1.1955235004425,198.279495239258,0.0,,117.0
"InChI=1S/C4H10N2O/c1-2-3-6(5)4-7/h4H,2-3,5H2,1H3",4.0,6.0,7.0,0.0,0.0,-1.5242999792099,3.0,1.57000005245209,-0.848999977111816,0.0,2.32349038124084,27.6005001068115,3.0,1.0,17.0
"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",0.0,4.0,5.0,0.0,0.0,0.573300004005432,0.0,1.78999996185303,0.800999999046326,0.0,0.328672885894775,22.0650997161865,3.0,1.0,15.0
"InChI=1S/C4H12N2/c1-2-3-4-6-5/h6H,2-5H2,1H3",2.0,5.0,6.0,0.0,0.0,-1.52900004386902,3.0,1.67999994754791,0.560000002384186,0.0,2.33784103393555,25.0181999206543,4.0,,18.0
"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",8.0,9.0,0.0,6.0,6.0,-0.4408999979496,0.0,1.35000002384186,-0.503000020980835,0.0,0.194392815232277,6.00169992446899,0.0,2.0,12.0
"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",8.0,8.0,0.0,6.0,6.0,-0.92059999704361,0.0,1.46000003814697,-0.462000012397766,0.0,0.847504377365112,5.12919998168945,0.0,2.0,12.0
"InChI=1S/C4H4N2OS/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",7.0,8.0,0.0,6.0,6.0,0.0507000014185905,0.0,1.46000003814697,0.428999990224838,0.0,0.00257048988714814,11.256199836731,0.0,1.0,12.0
"InChI=1S/C4H5Cl/c1-3-4(2)5/h3H,1-2H2",4.0,4.0,5.0,0.0,0.0,1.78369998931885,1.0,1.78999996185303,1.68900001049042,0.0,3.18158578872681,25.0105991363525,4.0,0.0,10.0
"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",4.0,3.0,4.0,0.0,0.0,1.41499996185303,1.0,1.89999997615814,1.9559999704361,0.0,2.00222492218018,20.2943992614746,4.0,0.0,10.0
"InChI=1S/C4H6Cl2/c5-3-1-2-4-6/h1-2H,3-4H2",2.0,5.0,6.0,0.0,0.0,1.97959995269775,2.0,1.67999994754791,1.94000005722046,0.0,3.91881608963013,30.9741992950439,4.0,0.0,12.0
"InChI=1S/C4H6N2/c1-4-5-2-3-6-4/h2-3H,1H3,(H,5,6)",0.0,6.0,0.0,0.0,5.0,0.0513000003993511,0.0,1.67999994754791,0.535000026226044,0.0,0.00263168988749385,5.89870023727417,0.0,2.0,11.0
"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",5.0,5.0,6.0,0.0,0.0,0.10530000180006,2.0,1.67999994754791,0.694000005722046,0.0,0.0110880900174379,21.1049995422363,2.0,0.0,12.0
"InChI=1S/C4H7Cl/c1-4(2)3-5/h1,3H2,2H3",2.0,4.0,5.0,0.0,0.0,1.90980005264282,1.0,1.78999996185303,1.24100005626678,0.0,3.64733600616455,24.7569999694824,3.0,0.0,12.0
"InChI=1S/C4H7Cl/c1-4(2)3-5/h3H,1-2H3",2.0,4.0,5.0,0.0,0.0,1.8507000207901,0.0,1.78999996185303,1.71300005912781,0.0,3.42509055137634,24.7329006195068,3.0,0.0,12.0
"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",7.0,10.0,11.0,0.0,0.0,1.03320002555847,4.0,1.12999999523163,1.20700001716614,0.0,1.06750226020813,42.2757987976074,2.0,0.0,18.0
"InChI=1S/C4H7NO2/c1-2-4(7)5-3-6/h2,6H,1,3H2,(H,5,7)",5.0,6.0,7.0,0.0,0.0,-1.04579997062683,2.0,1.57000005245209,-0.151999995112419,0.0,1.09369766712189,25.4099998474121,3.0,2.0,14.0
"InChI=1S/C4H8N2O/c1-3-5-6(2)4-7/h3-4H,1-2H3",5.0,6.0,7.0,0.0,0.0,-0.625699996948242,2.0,1.57000005245209,0.550999999046326,0.0,0.391500502824783,27.4659996032715,2.0,0.0,15.0
"InChI=1S/C4H9NO/c1-3-4(2)5-6/h6H,3H2,1-2H3",3.0,5.0,6.0,0.0,0.0,-0.125900000333786,1.0,1.67999994754791,0.680999994277954,0.0,0.0158508103340864,24.7532005310059,4.0,1.0,15.0
"InChI=1S/C4H9NO2/c1-4(2)3-7-5-6/h4H,3H2,1-2H3",3.0,6.0,7.0,0.0,0.0,-1.46490001678467,3.0,1.57000005245209,1.92999994754791,0.0,2.14593195915222,25.7915000915527,3.0,0.0,16.0
"InChI=1S/C5H10Br2O2/c6-1-5(2-7,3-8)4-9/h8-9H,1-4H2",0.0,8.0,9.0,0.0,0.0,0.533599972724915,4.0,1.57000005245209,1.20200002193451,0.0,0.284728974103928,43.7966995239258,3.0,2.0,19.0
"InChI=1S/C5H12N2O/c1-2-3-4-7(6)5-8/h5H,2-4,6H2,1H3",4.0,7.0,8.0,0.0,0.0,-1.81229996681213,4.0,1.67999994754791,-0.280000001192093,0.0,3.28443121910095,30.5121002197266,4.0,1.0,20.0
"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",0.0,5.0,6.0,0.0,0.0,0.981800019741058,1.0,1.89999997615814,1.32000005245209,0.0,0.963931262493134,26.8162994384766,0.0,0.0,18.0
"InChI=1S/C5H14N2/c1-2-3-4-5-7-6/h7H,2-6H2,1H3",2.0,6.0,7.0,0.0,0.0,-1.81700003147125,4.0,1.78999996185303,1.12899994850159,0.0,3.30148911476135,27.9298000335693,5.0,,21.0
"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",5.0,7.0,2.0,5.0,5.0,-0.602800011634827,1.0,1.78999996185303,0.382999986410141,0.0,0.363367825746536,8.89589977264404,0.0,1.0,13.0
"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",4.0,4.0,5.0,0.0,0.0,1.8614000082016,1.0,2.00999999046326,2.34800004959106,0.0,3.46480989456177,24.5764007568359,4.0,0.0,13.0
"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",5.0,6.0,7.0,0.0,0.0,0.862399995326996,3.0,1.78999996185303,0.955999970436096,0.0,0.743733763694763,26.3542995452881,3.0,0.0,15.0
"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",3.0,7.0,0.0,0.0,0.0,-0.774100005626678,0.0,1.78999996185303,-0.170000001788139,0.0,0.599230825901031,25.3111991882324,0.0,0.0,16.0
"InChI=1S/C6H10N3O6P/c1-5-7-4-6(9(10)11)8(5)2-3-15-16(12,13)14/h4H,2-3H2,1H3,(H2,12,13,14)",8.0,16.0,7.0,5.0,5.0,-0.354999989271164,5.0,1.01999998092651,-1.21200001239777,0.0,0.126025006175041,33.9707984924316,2.0,,26.0
"InChI=1S/C6H10N6O/c1-12(2)11-10-6-4(5(7)13)8-3-9-6/h3H,1-2H3,(H2,7,13)(H,8,9)",3.0,13.0,5.0,0.0,5.0,-0.520699977874756,3.0,1.35000002384186,-1.77999997138977,0.0,0.271128475666046,26.0491008758545,0.0,3.0,22.0
"InChI=1S/C6H10O2/c1-2-3-7-4-6-5-8-6/h2,6H,1,3-5H2",2.0,8.0,5.0,0.0,0.0,0.383700013160706,4.0,1.89999997615814,0.272000014781952,0.0,0.147225692868233,30.919900894165,3.0,0.0,18.0
"InChI=1S/C6H11Cl3O3/c7-3-10-1-6(12-5-9)2-11-4-8/h6H,1-5H2",0.0,11.0,12.0,0.0,0.0,1.12810003757477,8.0,1.46000003814697,0.898000001907349,0.0,1.27260959148407,48.6879005432129,3.0,0.0,23.0
"InChI=1S/C6H11IO3/c1-4(7)6-9-3-5(2-8)10-6/h4-6,8H,2-3H2,1H3",0.0,10.0,2.0,0.0,0.0,0.757499992847443,2.0,1.67999994754791,0.722000002861023,0.0,0.57380622625351,45.0453987121582,0.0,1.0,21.0
"InChI=1S/C6H11N2O4PS3/c1-10-5-7-8(6(9)16-5)4-15-13(14,11-2)12-3/h4H2,1-3H3",4.0,16.0,8.0,0.0,0.0,2.28909993171692,6.0,1.01999998092651,1.46399998664856,0.0,5.2399787902832,70.3099975585938,0.0,1.0,29.0
"InChI=1S/C6H11NO2/c1-3-5-6(4-2)7(8)9/h5H,3-4H2,1-2H3",5.0,8.0,9.0,0.0,0.0,-0.499000012874603,3.0,1.78999996185303,2.0699999332428,0.0,0.249000996351242,30.1527004241943,6.0,0.0,20.0
"InChI=1S/C6H12Br2O4/c7-1-3(9)5(11)6(12)4(10)2-8/h3-6,9-12H,1-2H2",0.0,11.0,12.0,0.0,0.0,-0.241999998688698,5.0,1.46000003814697,-0.272000014781952,0.0,0.0585639998316765,50.472599029541,6.0,4.0,24.0
"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",0.0,8.0,9.0,0.0,0.0,1.35950005054474,4.0,1.78999996185303,2.47000002861023,0.0,1.84824025630951,40.8679008483887,3.0,0.0,21.0
"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2",5.0,13.0,14.0,0.0,0.0,2.20379996299744,9.0,1.24000000953674,1.60500001907349,0.0,4.85673427581787,56.1287002563477,2.0,0.0,26.0
"InChI=1S/C6H12N2/c1-3-5-7-8-6-4-2/h3-4,7-8H,1-2,5-6H2",2.0,7.0,8.0,0.0,0.0,0.597400009632111,5.0,1.89999997615814,1.81400001049042,0.0,0.356886774301529,36.3188018798828,3.0,,20.0
"InChI=1S/C6H12N2/c1-3-5-8(7)6-4-2/h3-4H,1-2,5-7H2",2.0,7.0,8.0,0.0,0.0,0.85589998960495,4.0,1.89999997615814,-0.155000001192093,0.0,0.732564806938171,37.9009017944336,3.0,1.0,20.0
"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",4.0,10.0,11.0,0.0,0.0,-0.034000001847744,4.0,1.57000005245209,-0.247999995946884,0.0,0.00115599995478988,39.0854988098145,4.0,2.0,23.0
"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",5.0,13.0,2.0,0.0,0.0,-0.761099994182587,3.0,1.57000005245209,0.759999990463257,0.0,0.579273223876953,50.7221984863281,0.0,0.0,23.0
"InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)",3.0,7.0,8.0,0.0,0.0,-0.859499990940094,4.0,1.89999997615814,2.28600001335144,0.0,0.738740265369415,27.6590995788574,6.0,2.0,21.0
"InChI=1S/C6H13NO2S/c1-2-10-4-3-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",3.0,9.0,10.0,0.0,0.0,-0.479900002479553,5.0,1.67999994754791,-1.49500000476837,0.0,0.230304002761841,40.1720008850098,4.0,2.0,23.0
"InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)",5.0,11.0,5.0,0.0,0.0,-2.54320001602173,2.0,1.57000005245209,0.319000005722046,0.0,6.46786642074585,31.3752994537354,0.0,,24.0
"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",0.0,7.0,8.0,0.0,0.0,-1.10430002212524,5.0,1.89999997615814,0.66100001335144,0.0,1.21947848796844,30.042200088501,4.0,1.0,22.0
"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",0.0,9.0,10.0,0.0,0.0,-1.29809999465942,6.0,1.67999994754791,-2.06399989128113,0.0,1.68506360054016,38.8650016784668,2.0,3.0,25.0
"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",7.0,10.0,0.0,6.0,6.0,1.77260005474091,0.0,1.67999994754791,2.12100005149841,0.0,3.14211082458496,19.4113998413086,0.0,1.0,13.0
"InChI=1S/C6H4Cl3N/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,10H2",7.0,10.0,0.0,6.0,6.0,1.48300004005432,0.0,1.67999994754791,2.05399990081787,0.0,2.19928908348083,21.0688991546631,0.0,1.0,14.0
"InChI=1S/C6H6Cl2N2/c7-4-1-3(9)2-5(8)6(4)10/h1-2H,9-10H2",8.0,10.0,0.0,6.0,6.0,-0.0111999996006489,0.0,1.67999994754791,0.927999973297119,0.0,0.000125439997646026,19.6753997802734,0.0,2.0,16.0
"InChI=1S/C6H6ClN/c7-4-6-2-1-3-8-5-6/h1-3,5H,4H2",6.0,8.0,2.0,6.0,6.0,0.755900025367737,1.0,1.89999997615814,1.85399997234344,0.0,0.571384787559509,10.3277997970581,0.0,,14.0
"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",7.0,8.0,0.0,6.0,6.0,-0.00559999980032444,0.0,1.89999997615814,1.86199998855591,0.0,3.13599994115066e-05,9.83769989013672,0.0,1.0,14.0
"InChI=1S/C6H6N4O4/c7-6(11)9-8-3-4-1-2-5(14-4)10(12)13/h1-3H,(H3,7,9,11)",14.0,14.0,6.0,5.0,5.0,-0.309399992227554,4.0,1.24000000953674,2.30399990081787,0.0,0.0957283601164818,23.0333995819092,0.0,3.0,20.0
"InChI=1S/C6H6N6O/c1-12(11-13)6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)",11.0,14.0,4.0,6.0,10.0,-0.0115000000223517,2.0,1.35000002384186,-0.261000007390976,0.0,0.000132250002934597,14.3537998199463,0.0,2.0,18.0
"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",8.0,8.0,0.0,6.0,6.0,-0.92059999704361,0.0,1.89999997615814,0.870000004768372,0.0,0.847504377365112,5.12919998168945,0.0,2.0,14.0
"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",8.0,8.0,0.0,6.0,6.0,-0.92059999704361,0.0,1.89999997615814,1.29900002479553,0.0,0.847504377365112,5.12919998168945,0.0,2.0,14.0
"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2",1.0,10.0,2.0,0.0,0.0,-1.48800003528595,1.0,1.67999994754791,-1.56200003623962,0.0,2.21414399147034,32.7886009216309,0.0,2.0,20.0
"InChI=1S/C6H7ClN2/c7-4-1-2-5(8)6(9)3-4/h1-3H,8-9H2",8.0,9.0,0.0,6.0,6.0,-0.755500018596649,0.0,1.78999996185303,0.832000017166138,0.0,0.570780277252197,14.0598001480103,0.0,2.0,16.0
"InChI=1S/C6H7ClN2/c7-5-2-1-4(8)3-6(5)9/h1-3H,8-9H2",8.0,9.0,0.0,6.0,6.0,-0.755500018596649,0.0,1.78999996185303,0.832000017166138,0.0,0.570780277252197,14.0598001480103,0.0,2.0,16.0
"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,7H2,(H,9,10)",10.0,10.0,4.0,6.0,6.0,-1.230299949646,2.0,1.67999994754791,-0.570999979972839,0.0,1.51363813877106,12.7256002426147,0.0,2.0,17.0
"InChI=1S/C6H7N3O/c7-9-6(10)5-2-1-3-8-4-5/h1-4H,7H2,(H,9,10)",10.0,10.0,4.0,6.0,6.0,-0.677100002765656,1.0,1.67999994754791,0.319999992847443,0.0,0.458464413881302,13.7604999542236,0.0,2.0,17.0
"InChI=1S/C6H7N3O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,7-8H2",11.0,11.0,2.0,6.0,6.0,-1.54639995098114,1.0,1.57000005245209,1.48099994659424,0.0,2.391352891922,11.3299999237061,0.0,2.0,18.0
"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",8.0,8.0,0.0,6.0,6.0,-1.49979996681213,0.0,1.89999997615814,0.736000001430511,0.0,2.24940013885498,8.44419956207275,0.0,,16.0
"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2",8.0,8.0,2.0,6.0,6.0,-1.01590001583099,1.0,1.89999997615814,1.75300002098083,0.0,1.03205275535583,8.58409976959229,0.0,2.0,16.0
"InChI=1S/C6H8N2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H,7-8H2",9.0,9.0,0.0,6.0,6.0,-1.96010005474091,0.0,1.78999996185303,0.202000007033348,0.0,3.84199190139771,11.0087995529175,0.0,,17.0
"InChI=1S/C6H8N4O3S/c1-2-7-5(11)9-6-8-3-4(14-6)10(12)13/h3H,2H2,1H3,(H2,7,8,9,11)",12.0,14.0,6.0,5.0,5.0,0.59799998998642,4.0,1.24000000953674,1.09899997711182,0.0,0.357603996992111,31.4605007171631,2.0,3.0,22.0
"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3",6.0,6.0,7.0,0.0,0.0,1.07599997520447,2.0,2.00999999046326,1.5110000371933,0.0,1.15777599811554,32.5885009765625,6.0,,15.0
"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",3.0,12.0,13.0,0.0,0.0,-1.31159996986389,6.0,1.35000002384186,-1.79100000858307,0.0,1.72029459476471,38.2419013977051,2.0,3.0,22.0
"InChI=1S/C7H10N2/c1-5-2-3-6(8)4-7(5)9/h2-4H,8-9H2,1H3",8.0,9.0,0.0,6.0,6.0,-0.857800006866455,0.0,2.00999999046326,0.84799998998642,0.0,0.735820829868317,13.9462995529175,0.0,2.0,19.0
"InChI=1S/C7H10N2/c8-9-6-7-4-2-1-3-5-7/h1-5,9H,6,8H2",6.0,9.0,3.0,6.0,6.0,-1.00429999828339,2.0,2.00999999046326,2.11800003051758,0.0,1.00861847400665,13.2962999343872,0.0,,19.0
"InChI=1S/C7H10N2O/c1-10-7-3-2-5(8)4-6(7)9/h2-4H,8-9H2,1H3",9.0,10.0,2.0,6.0,6.0,-1.55159997940063,1.0,1.89999997615814,0.291999995708466,0.0,2.40746259689331,15.7600002288818,0.0,,20.0
